0,1,2,3,dGsolv_avg,5,6,7,8,9,10,11
O,C,InChI=1/H2O/h1H2,InChI=1/CH4/h1H4,1.99079444444444,0.00766177178683757,"[1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.98, 1.98, 1.98, 1.99, 2.0, 1.9855, 2.0126, 1.9998, 1.9964]","["" 'Abraham Paper (A11)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A8)'"", "" 'FreeSolv (entry number=287)'"", "" 'CompSol Binary (entry number=67583)'"", "" 'CompSol Binary (entry number=67591)'"", "" 'CompSol Binary (entry number=67622)'"", "" 'CompSol Binary (entry number=67642)'""]",18.015,16.043,1,1
O,CC,InChI=1/H2O/h1H2,InChI=1/C2H6/c1-2/h1-2H3,1.82967,0.00261217023437091,"[1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.82, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.83, 1.8331, 1.8212, 1.8298, 1.8342, 1.8318]","["" 'Abraham Paper (A10)'"", "" 'Abraham Paper (A11)'"", "" 'Abraham Paper (A11)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A26)'"", "" 'Abraham Paper (A27)'"", "" 'Abraham Paper (A27)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A8)'"", "" 'FreeSolv (entry number=331)'"", "" 'CompSol Binary (entry number=66591)'"", "" 'CompSol Binary (entry number=66592)'"", "" 'CompSol Binary (entry number=66627)'"", "" 'CompSol Binary (entry number=66628)'"", "" 'CompSol Binary (entry number=66629)'""]",18.015,30.07,1,2
O,CCC,InChI=1/H2O/h1H2,"InChI=1/C3H8/c1-3-2/h3H2,1-2H3",1.96237647058824,0.00940635138439885,"[1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 1.96, 2.0, 1.9604]","["" 'Abraham Paper (A10)'"", "" 'Abraham Paper (A11)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A26)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A6)'"", "" 'FreeSolv (entry number=236)'"", "" 'CompSol Binary (entry number=68711)'""]",18.015,44.097,1,3
O,CCCC,InChI=1/H2O/h1H2,"InChI=1/C4H10/c1-3-4-2/h3-4H2,1-2H3",2.068,0.0116619037896907,"[2.07, 2.07, 2.07, 2.07, 2.07, 2.05, 2.05, 2.07, 2.07, 2.07, 2.07, 2.07, 2.05, 2.07, 2.1]","["" 'Abraham Paper (A11)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A26)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A9)'"", "" 'FreeSolv (entry number=85)'""]",18.015,58.124,1,4
O,CC(C)C,InChI=1/H2O/h1H2,"InChI=1/C4H10/c1-4(2)3/h4H,1-3H3",2.31777777777778,0.0062853936105471,"[2.32, 2.32, 2.32, 2.32, 2.32, 2.32, 2.32, 2.32, 2.3]","["" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A6)'"", "" 'Abraham Paper (A8)'"", "" 'FreeSolv (entry number=98)'""]",18.015,58.124,1,4
O,CC(C)(C)C,InChI=1/H2O/h1H2,"InChI=1/C5H12/c1-5(2,3)4/h1-4H3",2.65736666666667,0.208407938641715,"[2.51, 2.51, 2.9521]","["" 'Abraham Paper (A4)'"", "" 'FreeSolv (entry number=622)'"", "" 'CompSol Binary (entry number=63435)'""]",18.015,72.151,1,5
O,CCCC(C)C,InChI=1/H2O/h1H2,"InChI=1/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3",2.511032,0.0164046022810674,"[2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.51, 2.5261, 2.4511, 2.5099, 2.5626, 2.5261]","["" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A26)'"", "" 'Abraham Paper (A27)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A6)'"", "" 'FreeSolv (entry number=258)'"", "" 'CompSol Binary (entry number=64155)'"", "" 'CompSol Binary (entry number=64156)'"", "" 'CompSol Binary (entry number=64157)'"", "" 'CompSol Binary (entry number=64158)'"", "" 'CompSol Binary (entry number=64165)'""]",18.015,86.178,1,6
O,CC(C)CC(C)C,InChI=1/H2O/h1H2,"InChI=1/C7H16/c1-6(2)5-7(3)4/h6-7H,5H2,1-4H3",2.85711363636364,0.102821377753561,"[2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.84, 2.83, 2.7089, 2.8399, 2.8894, 3.3083]","["" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A26)'"", "" 'Abraham Paper (A27)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A3)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A6)'"", "" 'FreeSolv (entry number=505)'"", "" 'CompSol Binary (entry number=63540)'"", "" 'CompSol Binary (entry number=63541)'"", "" 'CompSol Binary (entry number=63542)'"", "" 'CompSol Binary (entry number=63543)'""]",18.015,100.205,1,7
O,CC(C)CC(C)(C)C,InChI=1/H2O/h1H2,"InChI=1/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",2.92385,0.109406279200837,"[2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 2.89, 3.3105, 2.8673, 2.9692, 2.8869]","["" 'Abraham Paper (A10)'"", "" 'Abraham Paper (A11)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A20)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'Abraham Paper (A5)'"", "" 'FreeSolv (entry number=584)'"", "" 'CompSol Binary (entry number=63403)'"", "" 'CompSol Binary (entry number=63404)'"", "" 'CompSol Binary (entry number=63406)'"", "" 'CompSol Binary (entry number=63407)'""]",18.015,114.232,1,8
O,C1CC1,InChI=1/H2O/h1H2,InChI=1/C3H6/c1-2-3-1/h1-3H2,0.75,0.0,[0.75],"["" 'FreeSolv (entry number=141)'""]",18.015,42.081,1,3
